id,id_client,id_product,qtd,total,sale_date,product_id,start_date,usd_price,date,usd_to_brl,custo_unitario_brl,custo_total_brl,lucro,prejuizo
6821,33,56,15,644832,2023-01-05,56,2022-12-19,8087.59,2023-01-05,5.402,43689.16118,655337.4177,-10505.4177,TRUE
5135,26,98,4,317445,2023-01-05,98,2022-10-03,15262.93,2023-01-05,5.402,82450.34786,329801.3914,-12356.39144,TRUE
4226,45,49,7,92850,2023-01-05,49,2021-06-07,2627,2023-01-05,5.402,14191.054,99337.378,-6487.378,TRUE
7309,27,22,13,487242.65,2023-01-05,22,2022-08-22,7630.67,2023-01-05,5.402,41220.87934,535871.4314,-48628.78142,TRUE
7582,48,89,6,472068,2023-01-05,89,2022-11-11,14832.32,2023-01-05,5.402,80124.19264,480745.1558,-8677.15584,TRUE
9786,8,50,14,149970.8,2023-01-05,50,2020-12-23,2179.61,2023-01-05,5.402,11774.25322,164839.5451,-14868.74508,TRUE
9792,41,12,8,21809,2023-01-05,12,2022-06-20,527.97,2023-01-05,5.402,2852.09394,22816.75152,-1007.75152,TRUE
727,43,19,3,46832.15,2023-01-05,19,2021-08-30,3163.35,2023-01-05,5.402,17088.4167,51265.2501,-4433.1001,TRUE
8334,28,40,3,42552,2023-01-05,40,2022-12-23,2757.45,2023-01-05,5.402,14895.7449,44687.2347,-2135.2347,TRUE
91,23,36,15,339021,2023-01-06,36,2022-09-26,4221.25,2023-01-06,5.2849,22308.88413,334633.2619,4387.738125,FALSE
2729,45,105,10,3095,2023-01-06,105,2022-06-24,59.15,2023-01-06,5.2849,312.601835,3126.01835,-31.01835,TRUE
9377,16,18,9,227194.4,2023-01-06,18,2022-01-25,4834.43,2023-01-06,5.2849,25549.47911,229945.312,-2750.911963,TRUE
1708,11,19,4,62442.55,2023-01-06,19,2021-08-30,3163.35,2023-01-06,5.2849,16717.98842,66871.95366,-4429.40366,TRUE
1503,25,32,8,95019,2023-01-06,32,2022-05-25,2585.66,2023-01-06,5.2849,13664.95453,109319.6363,-14300.63627,TRUE
8521,49,146,7,3472,2023-01-06,146,2022-05-04,99.02,2023-01-06,5.2849,523.310798,3663.175586,-191.175586,TRUE
8097,34,128,5,23254,2023-01-06,128,2022-07-22,853.09,2023-01-06,5.2849,4508.495341,22542.47671,711.523295,FALSE
4730,13,35,8,83641.8,2023-01-07,35,2022-05-05,2199.13,2023-01-07,5.2849,11622.18214,92977.4571,-9335.657096,TRUE
2016,29,27,4,62743.70,2023-01-07,27,2022-07-12,3051.23,2023-01-07,5.2849,16125.44543,64501.78171,-1758.081708,TRUE
6876,27,82,11,567974,2023-01-07,82,2020-09-11,9770.29,2023-01-07,5.2849,51635.00562,567985.0618,-11.061831,TRUE
3887,1,85,6,231472,2023-01-07,85,2022-12-23,7499.89,2023-01-07,5.2849,39636.16866,237817.012,-6345.011966,TRUE
9162,40,45,1,9904,2023-01-07,45,2022-02-14,1900.9,2023-01-07,5.2849,10046.06641,10046.06641,-142.06641,TRUE
945,2,80,12,1473151.7,2023-01-07,80,2022-10-28,24177.04,2023-01-07,5.2849,127773.2387,1533278.864,-60127.16435,TRUE
9129,42,32,10,118773.75,2023-01-07,32,2022-05-25,2585.66,2023-01-07,5.2849,13664.95453,136649.5453,-17875.79534,TRUE
9555,17,110,6,14973,2023-01-07,110,2021-08-26,476.03,2023-01-07,5.2849,2515.770947,15094.62568,-121.625682,TRUE
9652,6,113,6,25051.5,2023-01-07,113,2022-07-05,815.5,2023-01-07,5.2849,4309.83595,25859.0157,-807.5157,TRUE
7501,9,142,2,1570.35,2023-01-07,142,2022-11-09,160.09,2023-01-07,5.2849,846.059641,1692.119282,-121.769282,TRUE
5434,10,18,4,100975.5,2023-01-07,18,2022-01-25,4834.43,2023-01-07,5.2849,25549.47911,102197.9164,-1222.416428,TRUE
2643,11,107,6,9080,2023-01-08,107,2022-08-09,295.48,2023-01-08,5.2849,1561.582252,9369.493512,-289.493512,TRUE
236,33,113,10,41752.5,2023-01-08,113,2022-07-05,815.5,2023-01-08,5.2849,4309.83595,43098.3595,-1345.8595,TRUE
315,12,137,8,27084,2023-01-08,137,2020-06-26,619.79,2023-01-08,5.2849,3275.528171,26204.22537,879.774632,FALSE
7471,39,89,15,1121162.45,2023-01-08,89,2022-11-11,14832.32,2023-01-08,5.2849,78387.32797,1175809.92,-54647.46952,TRUE
1839,10,114,13,9871.45,2023-01-08,114,2022-01-13,144.69,2023-01-08,5.2849,764.672181,9940.738353,-69.288353,TRUE
6207,30,120,5,15622,2023-01-08,120,2022-10-26,586.85,2023-01-08,5.2849,3101.443565,15507.21783,114.782175,FALSE
839,8,20,8,246668,2023-01-08,20,2021-10-04,5689.04,2023-01-08,5.2849,30066.0075,240528.06,6139.940032,FALSE
3256,48,127,8,12395,2023-01-08,127,2023-01-06,293.17,2023-01-08,5.2849,1549.374133,12394.99306,0.006935999998,FALSE
9616,44,56,10,408393.6,2023-01-08,56,2022-12-19,8087.59,2023-01-08,5.2849,42742.10439,427421.0439,-19027.44391,TRUE
4081,2,133,10,17980.65,2023-01-08,133,2022-07-06,348.47,2023-01-08,5.2849,1841.629103,18416.29103,-435.64103,TRUE
3114,40,42,6,35957,2023-01-08,42,2022-05-27,1263.57,2023-01-08,5.2849,6677.841093,40067.04656,-4110.046558,TRUE
3542,29,77,1,42469.75,2023-01-08,77,2022-07-29,8617.27,2023-01-08,5.2849,45541.41022,45541.41022,-3071.660223,TRUE
6740,46,147,4,11514,2023-01-08,147,2022-08-25,592.19,2023-01-08,5.2849,3129.664931,12518.65972,-1004.659724,TRUE
9221,29,80,2,258448,2023-01-08,80,2022-10-28,24177.04,2023-01-08,5.2849,127773.2387,255546.4774,2901.522608,FALSE
1728,29,46,14,66284.35,2023-01-08,46,2022-12-02,959.01,2023-01-08,5.2849,5068.271949,70955.80729,-4671.457286,TRUE
1402,9,83,13,1664827.5,2023-01-08,83,2019-01-25,35839.7,2023-01-08,5.2849,189409.2305,2462319.997,-797492.4969,TRUE
3864,43,23,9,95577.6,2023-01-08,23,2022-10-13,2108.74,2023-01-08,5.2849,11144.48003,100300.3202,-4722.720234,TRUE
1169,47,2,10,139982,2023-01-08,2,2022-07-06,2577.22,2023-01-08,5.2849,13620.34998,136203.4998,3778.50022,FALSE
9807,8,142,7,5495.75,2023-01-09,142,2022-11-09,160.09,2023-01-09,5.2961,847.852649,5934.968543,-439.218543,TRUE
1108,1,147,5,15150,2023-01-09,147,2022-08-25,592.19,2023-01-09,5.2961,3136.297459,15681.4873,-531.487295,TRUE
8554,31,73,12,1632023.05,2023-01-09,73,2021-07-12,27407.95,2023-01-09,5.2961,145155.244,1741862.928,-109839.8779,TRUE
7604,4,37,4,24271,2023-01-09,37,2022-09-28,1132.29,2023-01-09,5.2961,5996.721069,23986.88428,284.115724,FALSE
1067,38,136,12,22497.9,2023-01-09,136,2018-11-01,533.84,2023-01-09,5.2961,2827.270024,33927.24029,-11429.34029,TRUE
5082,1,144,6,12620.75,2023-01-09,144,2022-08-04,422.52,2023-01-09,5.2961,2237.708172,13426.24903,-805.499032,TRUE
3327,18,134,9,42458,2023-01-09,134,2022-12-05,899.33,2023-01-09,5.2961,4762.941613,42866.47452,-408.474517,TRUE
8423,37,144,14,30998,2023-01-09,144,2022-08-04,422.52,2023-01-09,5.2961,2237.708172,31327.91441,-329.914408,TRUE
174,42,16,6,180036,2023-01-09,16,2023-01-02,5615.94,2023-01-09,5.2961,29742.57983,178455.479,1580.520996,FALSE
3641,15,113,11,45927.75,2023-01-09,113,2022-07-05,815.5,2023-01-09,5.2961,4318.96955,47508.66505,-1580.91505,TRUE
5566,11,17,15,210582,2023-01-09,17,2022-12-26,2706.74,2023-01-09,5.2961,14335.16571,215027.4857,-4445.48571,TRUE
1591,36,106,7,29159.3,2023-01-09,106,2020-12-28,837.06,2023-01-09,5.2961,4433.153466,31032.07426,-1872.774262,TRUE
5044,39,35,8,88044,2023-01-09,35,2022-05-05,2199.13,2023-01-09,5.2961,11646.81239,93174.49914,-5130.499144,TRUE
1490,27,82,14,722877,2023-01-09,82,2020-09-11,9770.29,2023-01-09,5.2961,51744.43287,724422.0602,-1545.060166,TRUE
185,39,27,7,115580.00,2023-01-09,27,2022-07-12,3051.23,2023-01-09,5.2961,16159.6192,113117.3344,2462.665579,FALSE
4706,3,91,9,1213974,2023-01-10,91,2022-03-16,26303.31,2023-01-10,5.2389,137800.4108,1240203.697,-26229.69683,TRUE
1286,44,54,3,346373.8,2023-01-10,54,2021-08-06,23191.9,2023-01-10,5.2389,121500.0449,364500.1347,-18126.33473,TRUE
4572,27,69,7,316855,2023-01-10,69,2020-04-03,8542.02,2023-01-10,5.2389,44750.78858,313255.52,3599.479954,FALSE
8359,44,150,14,21887.05,2023-01-10,150,2022-08-09,321.31,2023-01-10,5.2389,1683.310959,23566.35343,-1679.303426,TRUE
9979,7,146,5,2480,2023-01-10,146,2022-05-04,99.02,2023-01-10,5.2389,518.755878,2593.77939,-113.77939,TRUE
1176,17,38,10,264611,2023-01-10,38,2022-10-21,5097.21,2023-01-10,5.2389,26703.77347,267037.7347,-2426.73469,TRUE
820,32,20,3,87875,2023-01-10,20,2021-10-04,5689.04,2023-01-10,5.2389,29804.31166,89412.93497,-1537.934968,TRUE
9497,14,43,6,210581,2023-01-10,43,2021-12-28,6219.32,2023-01-10,5.2389,32582.39555,195494.3733,15086.62671,FALSE
8432,32,72,2,189362.55,2023-01-10,72,2018-03-09,30675.48,2023-01-10,5.2389,160705.7722,321411.5443,-132048.9943,TRUE
9818,46,68,10,668971,2023-01-11,68,2021-12-30,11988.94,2023-01-11,5.2014,62359.27252,623592.7252,45378.27484,FALSE
134,7,18,7,176706.65,2023-01-11,18,2022-01-25,4834.43,2023-01-11,5.2014,25145.8042,176020.6294,686.020586,FALSE
4383,49,118,13,56096,2023-01-11,118,2022-07-12,797.41,2023-01-11,5.2014,4147.648374,53919.42886,2176.571138,FALSE
6173,49,45,4,39615,2023-01-11,45,2022-02-14,1900.9,2023-01-11,5.2014,9887.34126,39549.36504,65.63496,FALSE
6120,27,22,3,118359,2023-01-11,22,2022-08-22,7630.67,2023-01-11,5.2014,39690.16694,119070.5008,-711.500814,TRUE
4522,33,116,14,34254.15,2023-01-11,116,2022-03-16,502.24,2023-01-11,5.2014,2612.351136,36572.9159,-2318.765904,TRUE
6231,8,124,2,7163,2023-01-11,124,2022-12-20,719.16,2023-01-11,5.2014,3740.638824,7481.277648,-318.277648,TRUE
2888,24,122,8,10051,2023-01-11,122,2022-09-14,255.46,2023-01-11,5.2014,1328.749644,10629.99715,-578.997152,TRUE
2707,9,25,13,149761.8,2023-01-11,25,2022-03-04,2389.36,2023-01-11,5.2014,12428.0171,161564.2224,-11802.42235,TRUE
8273,48,98,14,1111056,2023-01-11,98,2022-10-03,15262.93,2023-01-11,5.2014,79388.6041,1111440.457,-384.457428,TRUE
1571,6,34,11,51388.35,2023-01-11,34,2022-08-09,960.12,2023-01-11,5.2014,4993.968168,54933.64985,-3545.299848,TRUE
93,37,113,11,45927.75,2023-01-11,113,2022-07-05,815.5,2023-01-11,5.2014,4241.7417,46659.1587,-731.4087,TRUE
5378,35,55,14,1539821,2023-01-11,55,2022-04-14,23326.09,2023-01-11,5.2014,121328.3245,1698596.543,-158775.5434,TRUE
9231,36,105,8,2352.2,2023-01-11,105,2022-06-24,59.15,2023-01-11,5.2014,307.66281,2461.30248,-109.10248,TRUE
8560,48,142,12,9917,2023-01-11,142,2022-11-09,160.09,2023-01-11,5.2014,832.692126,9992.305512,-75.305512,TRUE
9607,15,2,11,153980,2023-01-11,2,2022-07-06,2577.22,2023-01-11,5.2014,13405.15211,147456.6732,6523.326812,FALSE
1220,42,65,8,204462,2023-01-11,65,2022-06-13,5008.66,2023-01-11,5.2014,26052.04412,208416.353,-3954.352992,TRUE
7370,5,31,9,74548,2023-01-12,31,2016-06-10,2418.07,2023-01-12,5.1394,12427.42896,111846.8606,-37298.86062,TRUE
7720,1,38,12,317534,2023-01-12,38,2022-10-21,5097.21,2023-01-12,5.1394,26196.60107,314359.2129,3174.787112,FALSE
5706,29,79,7,439876.6,2023-01-12,79,2021-10-21,11724.63,2023-01-12,5.1394,60257.56342,421802.944,18073.65605,FALSE
9663,43,69,12,543180,2023-01-12,69,2020-04-03,8542.02,2023-01-12,5.1394,43900.85759,526810.2911,16369.70894,FALSE
9217,41,3,8,72194,2023-01-12,3,2022-06-21,1753.77,2023-01-12,5.1394,9013.325538,72106.6043,87.395696,FALSE
7914,36,61,3,79853.2,2023-01-12,61,2022-11-04,5564.33,2023-01-12,5.1394,28597.3176,85791.95281,-5938.752806,TRUE
4920,19,105,12,3714,2023-01-12,105,2022-06-24,59.15,2023-01-12,5.1394,303.99551,3647.94612,66.05388,FALSE
6947,19,1,7,220265.1,2023-01-12,1,2022-05-16,6538.2,2023-01-12,5.1394,33602.42508,235216.9756,-14951.87556,TRUE
8381,16,66,13,163431,2023-01-12,66,2021-01-05,2360.29,2023-01-12,5.1394,12130.47443,157696.1675,5734.832462,FALSE
2865,19,147,15,43178.45,2023-01-12,147,2022-08-25,592.19,2023-01-12,5.1394,3043.501286,45652.51929,-2474.06929,TRUE
2241,9,150,13,20324.3,2023-01-12,150,2022-08-09,321.31,2023-01-12,5.1394,1651.340614,21467.42798,-1143.127982,TRUE
5380,39,36,4,85885.7,2023-01-13,36,2022-09-26,4221.25,2023-01-13,5.114,21587.4725,86349.89,-464.19,TRUE
6156,33,109,6,3549.2,2023-01-13,109,2018-05-16,169.23,2023-01-13,5.114,865.44222,5192.65332,-1643.45332,TRUE
9253,11,35,5,55028,2023-01-13,35,2022-05-05,2199.13,2023-01-13,5.114,11246.35082,56231.7541,-1203.7541,TRUE
6596,39,22,10,374802.55,2023-01-13,22,2022-08-22,7630.67,2023-01-13,5.114,39023.24638,390232.4638,-15429.9138,TRUE
7218,39,88,7,321437.25,2023-01-13,88,2022-07-22,8866.48,2023-01-13,5.114,45343.17872,317402.251,4034.99896,FALSE
3836,18,98,12,952334,2023-01-13,98,2022-10-03,15262.93,2023-01-13,5.114,78054.62402,936655.4882,15678.51176,FALSE
2228,10,127,3,4415.6,2023-01-13,127,2023-01-06,293.17,2023-01-13,5.114,1499.27138,4497.81414,-82.21414,TRUE
9274,11,120,7,21871,2023-01-13,120,2022-10-26,586.85,2023-01-13,5.114,3001.1509,21008.0563,862.9437,FALSE
3191,43,87,2,133720,2023-01-13,87,2021-11-01,11794.37,2023-01-13,5.114,60316.40818,120632.8164,13087.18364,FALSE
6052,25,31,11,91114,2023-01-13,31,2016-06-10,2418.07,2023-01-13,5.114,12366.00998,136026.1098,-44912.10978,TRUE
4338,42,18,15,378657.65,2023-01-13,18,2022-01-25,4834.43,2023-01-13,5.114,24723.27502,370849.1253,7808.5247,FALSE
6456,6,115,10,8306,2023-01-13,115,2020-09-11,157.17,2023-01-13,5.114,803.76738,8037.6738,268.3262,FALSE
1747,29,148,4,18184.9,2023-01-13,148,2022-11-10,901.95,2023-01-13,5.114,4612.5723,18450.2892,-265.3892,TRUE
2910,5,120,8,23746.2,2023-01-13,120,2022-10-26,586.85,2023-01-13,5.114,3001.1509,24009.2072,-263.0072,TRUE
8012,45,56,12,490071.75,2023-01-13,56,2022-12-19,8087.59,2023-01-13,5.114,41359.93526,496319.2231,-6247.47312,TRUE
9839,24,130,12,49729,2023-01-13,130,2021-03-22,749.89,2023-01-13,5.114,3834.93746,46019.24952,3709.75048,FALSE
2438,11,8,12,59810,2023-01-13,8,2021-08-06,951.1,2023-01-13,5.114,4863.9254,58367.1048,1442.8952,FALSE
4006,35,91,9,1153275.3,2023-01-13,91,2022-03-16,26303.31,2023-01-13,5.114,134515.1273,1210636.146,-57360.84606,TRUE
6211,6,48,7,97996.3,2023-01-13,48,2020-12-31,2836.04,2023-01-13,5.114,14503.50856,101524.5599,-3528.25992,TRUE
8429,4,124,12,42977.05,2023-01-13,124,2022-12-20,719.16,2023-01-13,5.114,3677.78424,44133.41088,-1156.36088,TRUE
506,40,35,6,62731.35,2023-01-13,35,2022-05-05,2199.13,2023-01-13,5.114,11246.35082,67478.10492,-4746.75492,TRUE
6774,2,87,3,200580,2023-01-14,87,2021-11-01,11794.37,2023-01-14,5.114,60316.40818,180949.2245,19630.77546,FALSE
1332,14,102,13,10275.2,2023-01-14,102,2020-01-15,199.93,2023-01-14,5.114,1022.44202,13291.74626,-3016.54626,TRUE
3056,47,116,10,24467.25,2023-01-14,116,2022-03-16,502.24,2023-01-14,5.114,2568.45536,25684.5536,-1217.3036,TRUE
4581,27,13,10,77471,2023-01-14,13,2021-10-22,1356.5,2023-01-14,5.114,6937.141,69371.41,8099.59,FALSE
425,23,90,11,826567.45,2023-01-14,90,2021-12-01,14083.78,2023-01-14,5.114,72024.45092,792268.9601,34298.48988,FALSE
8706,2,88,1,48336,2023-01-14,88,2022-07-22,8866.48,2023-01-14,5.114,45343.17872,45343.17872,2992.82128,FALSE
3430,20,141,13,62163,2023-01-14,141,2022-03-17,942.08,2023-01-14,5.114,4817.79712,62631.36256,-468.36256,TRUE
6282,26,146,14,6596.8,2023-01-14,146,2022-05-04,99.02,2023-01-14,5.114,506.38828,7089.43592,-492.63592,TRUE
5060,39,33,6,40295,2023-01-14,33,2020-09-10,1268.8,2023-01-14,5.114,6488.6432,38931.8592,1363.1408,FALSE
7580,19,17,11,154427,2023-01-14,17,2022-12-26,2706.74,2023-01-14,5.114,13842.26836,152264.952,2162.04804,FALSE
520,29,10,13,416430,2023-01-14,10,2021-12-20,5615,2023-01-14,5.114,28715.11,373296.43,43133.57,FALSE
1952,15,140,1,2978.25,2023-01-14,140,2021-02-03,586.81,2023-01-14,5.114,3000.94634,3000.94634,-22.69634,TRUE
9952,46,120,15,46867,2023-01-14,120,2022-10-26,586.85,2023-01-14,5.114,3001.1509,45017.2635,1849.7365,FALSE
4205,46,83,13,1664827.5,2023-01-14,83,2019-01-25,35839.7,2023-01-14,5.114,183284.2258,2382694.935,-717867.4354,TRUE
